Origem,Status,Chegada,Campanha,Nome,Contato,H.Preferencial,Email,1ª Ligação,2ª Ligação,3ª Ligação,Anotações,Conversão
Facebook / Insta,Não Atendeu,"4/12/2025, 22:39:11",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,12/05 12:29,12/05 17:45,,n atendeu,
Facebook / Insta,Marcada,"4/12/2025, 22:41:57",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/05 12:00:00,,,marcação 18/12 18:30,1654
Google / Site,Email,"4/12/2025, 22:43:15",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,,,,,
Facebook / Insta,Não Atendeu,"5/12/2025, 00:07:29",Implantes,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,12/05 11:50,,,n atendeu,
Facebook / Insta,Não Atendeu,"5/12/2025, 10:16:12",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,12/05 13:45,,,tlm desligado,
Facebook / Insta,Paciente,"5/12/2025, 11:54:44",Implantes,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2025/12/05 13:40:00,,,"ja tinha enviado lead, na altura enviei sms, agora enviei por whathapp",
Google / Site,Email,"5/12/2025, 12:33:16",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,,,,Contacto imcompleto e n encontrei no face,
Facebook / Insta,Não Atendeu,"5/12/2025, 13:25:45",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,12/05 17:45,,,n atendeu,
Facebook / Insta,Não Atendeu,"5/12/2025, 16:27:39",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/05 13:00:00,,,N ATENDEU,
Facebook / Insta,Pendente,"5/12/2025, 18:51:20",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"5/12/2025, 19:39:30",Implantes,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,,,,,
Google / Site,Pendente,"5/12/2025, 21:15:45",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,,,,,
Facebook / Insta,Não Atendeu,"6/12/2025, 05:57:46",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/12/09 18:00:00,,,tlm desl,
Facebook / Insta,Pendente,"6/12/2025, 12:43:55",Implantes,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"06/12/2025, 12:54:37",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"07/12/2025, 00:08:26",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"07/12/2025, 08:52:52",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,,,,,
Facebook / Insta,Email,"07/12/2025, 09:10:47",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"07/12/2025, 10:18:19",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"07/12/2025, 10:47:05",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,,,,,
Facebook / Insta,Marcada,"07/12/2025, 11:03:14",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,12/09 16:30,,,Marcação 16/12 11h,6526
Google / Site,Email,"07/12/2025, 11:04:20",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"07/12/2025, 11:16:17",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,,,,,
Facebook / Insta,Não Atendeu,"07/12/2025, 12:12:30",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,12/09 16:30,,,N atendeu,
Facebook / Insta,Não Atendeu,"07/12/2025, 13:26:46",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,12/09 16:30,,,deixou em espera,
Facebook / Insta,Pendente,"07/12/2025, 13:47:38",Implantes,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"07/12/2025, 13:57:58",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,,,,,
Facebook / Insta,Marcada,"07/12/2025, 17:16:18",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,12/09 16:30,,,MAracção 16/12  15h,2410
Facebook / Insta,Perdida,"07/12/2025, 23:01:44",Implantes,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/09 16:00:00,,,engano n quer nada,
Facebook / Insta,Não Atendeu,"07/12/2025, 23:17:53",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/09 16:00:00,,,N atendeu,
Facebook / Insta,Não Atendeu,"08/12/2025, 00:14:59",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2025/12/09 16:00:00,,,N atendeu,
Facebook / Insta,Não Atendeu,"08/12/2025, 09:09:57",Implantes,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/09 16:00:00,,,Ocupado,
Facebook / Insta,Não Atendeu,"08/12/2025, 09:15:01",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,12/09 18:30,,,n atendeu,
Facebook / Insta,Não Atendeu,"08/12/2025, 16:07:28",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/09 16:00:00,,,n atendeu,
Facebook / Insta,Marcada,"08/12/2025, 19:25:03",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/09 16:00:00,,,Marcação 11/12 10:30,3126
Facebook / Insta,Não Atendeu,"09/12/2025, 10:22:54",Implantes,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/09 13:00:00,,,Impedido,
Facebook / Insta,Não Atendeu,"09/12/2025, 21:15:58",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/12/10 19:00:00,,,ligar amanha,
Facebook / Insta,Não Atendeu,"09/12/2025, 21:33:00",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/12/10 18:00:00,,,ocupado,
Facebook / Insta,Não Atendeu,"10/12/2025, 00:30:30",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/10 19:00:00,,,tlm desligado.,
Facebook / Insta,Não Atendeu,"10/12/2025, 06:52:17",Implantes,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,12/10 17:50,,,rejeitou a chamada,
Facebook / Insta,Perdida,"10/12/2025, 09:34:06",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,12/10 12:20:00,,,"Tlm desligado, já tinha enviado 2 x sempre desligado´~",
Google / Site,Não Atendeu,"10/12/2025, 11:05:39",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/10 18:00:00,2025/12/16 11:50:00,,n atendeu/ n atendeu,
Facebook / Insta,Não Atendeu,"10/12/2025, 16:23:04",Implantes,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,12/10 12:15,,,N atendeu,
Facebook / Insta,Perdida,"10/12/2025, 17:48:51",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/10 12:00:00,12/10 18:53,,"n ATENDEU/ africana, quer facetas resina, mas so em Fev, vai agora para a terra.",
Facebook / Insta,Marcada,"10/12/2025, 19:20:39",Implantes,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,12/11 12:50,,,mARCAÇÃO 19/12  11:30,9865
Google / Site,Marcada,"10/12/2025, 19:22:37",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,12/11 12:50,,,mARCAÇÃO 19/12  11:30,3914
Facebook / Insta,Perdida,"10/12/2025, 19:46:25",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/12/11 17:00:00,2025/12/15 18:00:00,2025/12/16 12:00:00,"n atendeu/ Ligar amanha periodo da manha/ Liguei atendeu n falou, voltei a ligar e n atendeu",
Facebook / Insta,Perdida,"10/12/2025, 21:21:30",Implantes,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/12/11 18:30:00,2025/12/15 18:00:00,,"N atendeu/ Quer financiar com a clinica, n quer financeira. Queimado.",
Facebook / Insta,Perdida,"10/12/2025, 21:41:23",Implantes,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,12/11 18:30,,,diz q somos de mto longe,
Facebook / Insta,Perdida,"11/12/2025, 11:46:26",Implantes,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,12/11 18:30,2025/12/15 18:30:00,2025/12/16 18:30:00,N atendeu/ Ligar amanha 18h agora está np banho/ Esposa enviou pelo marido mas ele n quer nada,
Facebook / Insta,Não Atendeu,"11/12/2025, 20:09:13",Implantes,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/12/12 17:00:00,,,N atendeu,
Facebook / Insta,Não Atendeu,"11/12/2025, 20:24:36",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/12 16:00:00,,,desligado,
Facebook / Insta,Andamento,"12/12/2025, 09:10:45",Implantes,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,12/12 16:30,,,"Anda a saber preços de hibridas, dei +- 5,5k. ficou de ligar a agendar. falei de plano de pagamentos. interessado.",
Google / Site,Marcada,"12/12/2025, 11:49:22",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,12/12 16:30,,,Marcação 23/12 12:30,4883
Facebook / Insta,Não Atendeu,"12/12/2025, 12:09:24",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/12 16:00:00,,,tlm desligado,
Facebook / Insta,Pendente,"12/12/2025, 17:34:38",Implantes,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,,,,,
Facebook / Insta,Marcada,"12/12/2025, 19:15:30",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/12/15 17:00:00,,,Marcação 22/12 12h,3633
Facebook / Insta,Não Atendeu,"12/12/2025, 21:21:06",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/12/15 19:00:00,2025/12/16 18:30:00,,Não atendeu/ N atendeu,
Facebook / Insta,Pendente,"12/12/2025, 21:40:05",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2025/12/16 13:12:00,,,,
Facebook / Insta,Não Atendeu,"13/12/2025, 00:54:20",Implantes,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/16 12:00:00,,,n atendeu,
Facebook / Insta,Andamento,"13/12/2025, 01:18:17",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/12/15 19:00:00,,,Está engripada ligar para a asemana,
Facebook / Insta,Perdida,"13/12/2025, 05:31:55",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/12/15 08:59:00,,,"indiano, n fala portugues, dp liga a agendar, tem periodontite.",
Facebook / Insta,Não Atendeu,"13/12/2025, 18:37:41",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/16 12:00:00,,,N atendeu,
Facebook / Insta,Marcada,"13/12/2025, 20:23:22",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/12/15 18:30:00,,,MArcação 18/12  14:30,3253
Facebook / Insta,Marcada,"13/12/2025, 22:07:26",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/16 12:30:00,,,Marcação 18/12 17h,9478
Facebook / Insta,Perdida,"14/12/2025, 00:51:57",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/12/15 14:00:00,,,"Da amadora diz q é mto longe, quer mais perto",
Facebook / Insta,Não Atendeu,"14/12/2025, 09:47:23",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/12/15 17:00:00,,,Nao atendeu,
Facebook / Insta,Não Atendeu,"14/12/2025, 12:04:14",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2025/12/15 14:00:00,2025/12/16 13:11:00,,Vai falar com a esposa/ Não atendeu,
Facebook / Insta,Email,"14/12/2025, 13:27:47",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,,,,sem contacto,
Facebook / Insta,Não Atendeu,"14/12/2025, 15:27:14",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/15 12:10:00,2025/12/16 12:50:00,,Tlm desligado/ N atendeu,
Facebook / Insta,Não Atendeu,"14/12/2025, 18:21:00",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/15 12:10:00,2025/12/16 12:52:00,,Não atendeu/ Ocupado,
Facebook / Insta,Marcada,"14/12/2025, 19:02:01",Implantes,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/15 12:10:00,2025/12/16 12:50:00,,Ligar amanha/ Marcação 22/12 15h,3808
Facebook / Insta,Perdida,"14/12/2025, 22:57:25",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/12/15 17:50:00,,,"Ocupado/ Trabalha no hospital da luz, diz q foi engano.",
Facebook / Insta,Marcada,"15/12/2025, 08:08:58",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/12/15 16:00:00,2025/12/16 18:00:00,,Não atendeu/ So quer dentista brasielira e so pode segundas e sextas marquei  para Bia em janeiro,6584
Facebook / Insta,Marcada,"15/12/2025, 14:16:41",Implantes,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/15 12:00:00,2025/12/16 12:57:00,,n atendeu/ Marcação 19/12 15:30,5057
Facebook / Insta,Perdida,"15/12/2025, 22:08:38",Implantes,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2025/12/16 13:00:00,,,"Da Ilha de São Miguel, Anda a saber preços. 6500 para protocolo está fora de questão.",
Google / Site,Email,"15/12/2025, 22:09:30",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2025/12/18 12:00:00,,,sem contacto,
Facebook / Insta,Pendente,"16/12/2025, 16:42:32",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,,,,,
Facebook / Insta,Perdida,"16/12/2025, 18:37:22",Implantes,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/18 12:00:00,,,"Já tinha aparecido, diz q n envia nada, 2 vez",
Facebook / Insta,Perdida,"16/12/2025, 21:56:57",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/18 12:00:00,,,"Da Amadora, e que clinica na Amadora.",
Facebook / Insta,Pendente,"17/12/2025, 03:10:38",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,,,,,
Facebook / Insta,Andamento,"17/12/2025, 03:41:45",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/18 12:00:00,,,"Quer fazer furo no dente para tirar raiz, perguntou valor disse +- qto ficaria, e dp disse q marcava",
Facebook / Insta,Não Atendeu,"17/12/2025, 10:12:13",Implantes,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2025/12/18 13:30:00,,,Nao atendeu,
Facebook / Insta,Pendente,"17/12/2025, 22:58:53",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,,,,,
Facebook / Insta,Andamento,"17/12/2025, 23:54:05",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/18 11:30:00,,,"quer fazer dest e rest, vai ligar a dizer se pode vir terça feira. ",
Facebook / Insta,Marcada,"18/12/2025, 00:05:01",Implantes,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2025/12/18 13:30:00,,,N atende/ Marcação 22/12 11:30,8313
Google / Site,Email,"18/12/2025, 00:05:23",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,,,,sem contacto,
Facebook / Insta,Não Atendeu,"18/12/2025, 00:54:42",Implantes,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/12/22 18:00:00,,,TLM DESLIGADO,
Facebook / Insta,Pendente,"18/12/2025, 00:58:22",Implantes,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,,,,,
Facebook / Insta,Marcada,"18/12/2025, 12:57:10",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/12/22 18:30:00,,,mARCAÇÃO 06/01 - 18H,1960
Facebook / Insta,Não Atendeu,"19/12/2025, 18:38:21",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/12/22 19:00:00,,,N ATENDEU,
Facebook / Insta,Pendente,"19/12/2025, 19:36:00",Implantes,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,,,,,
Facebook / Insta,Perdida,"19/12/2025, 22:37:56",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/12/22 18:00:00,,,DO PORTO,
Facebook / Insta,Pendente,"20/12/2025, 00:34:44",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"20/12/2025, 16:46:48",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,,,,,
Facebook / Insta,Não Atendeu,"20/12/2025, 19:42:51",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2025/12/22 13:30:00,,,a trabalhar ligar amanaha,
Facebook / Insta,Perdida,"20/12/2025, 20:17:27",Implantes,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/12/22 19:00:00,,,"PERGUNTOU PREÇO DE IMPLANTE, DISSE +- 1000€, DIZ Q É MTO CARO, FORA DE QUESTÃO, TEM ORÇAMENTOS MAIS BARATOS.",
Google / Site,Email,"20/12/2025, 20:17:52",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/22 19:00:00,,,"sem contacto, tem outro pedido, anterior a contactar",
Facebook / Insta,Pendente,"20/12/2025, 22:12:33",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"21/12/2025, 06:52:31",Implantes,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,,,,,
Facebook / Insta,Perdida,"21/12/2025, 11:34:49",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/22 11:45:00,,,desligou qd me identifiquei e dp n atendeu mais,
Facebook / Insta,Pendente,"21/12/2025, 14:51:28",Implantes,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"21/12/2025, 16:52:43",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,,,,,
Facebook / Insta,Perdida,"21/12/2025, 18:40:41",Implantes,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/12/22 19:00:00,,,"N ATENDEU/ DA MARGEM SUL, DIZ Q É LONGE. ",
Facebook / Insta,Não Atendeu,"21/12/2025, 23:25:52",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/22 11:40:00,,,N atendeu,
Facebook / Insta,Pendente,"22/12/2025, 00:12:57",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,,,,,
Facebook / Insta,Perdida,"22/12/2025, 01:20:14",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/12/22 19:00:00,,,LISBON APARTMENTS - DESLIGOU,
Facebook / Insta,Não Atendeu,"22/12/2025, 08:00:29",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/22 11:30:00,,,Tlm desligado,
Facebook / Insta,Não Atendeu,"22/12/2025, 08:29:15",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/12/22 18:00:00,,,ligar amanha,
Facebook / Insta,Não Atendeu,"22/12/2025, 15:36:37",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/12/22 17:00:00,,,nao atendeu,
Facebook / Insta,Não Atendeu,"22/12/2025, 19:10:36",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2025/12/22 16:00:00,,,NÃO ATENDEU,
Facebook / Insta,Perdida,"23/12/2025, 04:23:37",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2026/1/15 13:00:00,,,TRABALHA DE SEG A SEX - QUE CLINICA ABERTA AO SABADO.,
Facebook / Insta,Não Atendeu,"23/12/2025, 15:55:42",Implantes,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2026/1/15 13:00:00,,,ligar amanha pois já sabe qd regressa a portugal/ N ATENDEU,
Facebook / Insta,Perdida,"23/12/2025, 21:50:01",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2026/1/15 13:00:00,,,"N FALA PROTUGUES, NEM INGLES. DESLIGOU",
Facebook / Insta,Não Atendeu,"24/12/2025, 01:26:07",Implantes,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2026/1/15 13:30:00,,,N ATENDEU,
Facebook / Insta,Não Atendeu,"24/12/2025, 06:27:01",Implantes,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2026/1/15 13:30:00,,,TLM DESLIGADO,
Facebook / Insta,Andamento,"24/12/2025, 17:04:15",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2026/01/15 13:30:00,,,FEZ  BICHECTOMIA RECENTEMENTE E PRETENDE AGORA LIMPEZA. VAI LIGAR A MARCAR. NO PROXIMO MES.,
Facebook / Insta,Não Atendeu,"25/12/2025, 08:31:49",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2026/01/15 13:30:00,,,TLM DESLIGADO,
Facebook / Insta,Não Atendeu,"25/12/2025, 08:53:34",Implantes,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2026/01/15 13:30:00,,,TLM DESLIGADO,
Facebook / Insta,Não Atendeu,"25/12/2025, 23:43:07",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2026/01/15 13:30:00,,,"ATENDEU O FILHO, DIZ Q PAI ESTÁ NO WC, JÁ LIGA.",
Facebook / Insta,Perdida,"26/12/2025, 18:59:20",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2026/01/15 14:20:00,,,DESLIGOU A CHAMADA,
Facebook / Insta,Não Atendeu,"26/12/2025, 22:18:07",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2026/01/15 14:00:00,,,OCUPADO,
Facebook / Insta,Perdida,"27/12/2025, 01:22:18",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,,,,,
Google / Site,Não Atendeu,"27/12/2025, 12:49:03",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2026/01/15 13:00:00,,,TLM DESLIGADO,
Facebook / Insta,Não Atendeu,"27/12/2025, 13:38:15",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2026/01/15 14:30:00,,,TLM DESLIGADO,
Google / Site,Email,"27/12/2025, 13:39:11",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2026/01/15 14:30:00,,,enviei email,
Facebook / Insta,Não Atendeu,"27/12/2025, 16:54:01",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2026/01/15 14:40:00,,,n atendeu,
Facebook / Insta,Perdida,"27/12/2025, 19:03:57",Implantes,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2026/01/15 14:44:00,,,"diz q n foi ele, ja recebeu diversas chamadas, mas n foi eel",
Facebook / Insta,Não Atendeu,"27/12/2025, 22:47:47",Implantes,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2026/01/15 14:45:00,,,N atendeu,
Facebook / Insta,Pendente,"28/12/2025, 12:36:09",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,,,,,
Google / Site,Pendente,"28/12/2025, 12:37:20",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"28/12/2025, 14:08:57",Implantes,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"28/12/2025, 15:46:47",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"28/12/2025, 17:21:00",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"28/12/2025, 18:08:17",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"28/12/2025, 18:38:58",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"28/12/2025, 19:50:13",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,,,,,
Facebook / Insta,Não Atendeu,"28/12/2025, 20:40:05",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/12/29 18:00:00,,,N atendeu,
Google / Site,Marcada,"28/12/2025, 21:24:45",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/29 18:00:00,,,MArcação 09/01  16:30,3155
Facebook / Insta,Marcada,"29/12/2025, 06:58:31",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2025/12/29 17:00:00,,,Marcação 08/01/2026 - 16h,8775
Facebook / Insta,Marcada,"29/12/2025, 09:13:08",Implantes,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/29 17:00:00,2025/12/29 18:00:00,,n atendeu/ Marcação 06/01  10:30,9204
Facebook / Insta,Não Atendeu,"29/12/2025, 10:09:00",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/29 17:00:00,,,N atendeu,
Facebook / Insta,Não Atendeu,"29/12/2025, 13:35:45",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/12/29 17:00:00,,,n atendeu,
Facebook / Insta,Perdida,"29/12/2025, 13:54:37",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/12/29 17:00:00,,,Queria saber preço de facetas em resina. ficou dp de marcar avaliação. bras.,
Facebook / Insta,Marcada,"29/12/2025, 16:41:12",Implantes,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/12/29 17:00:00,,,Marcação 08/01/2026 - 16h,1523
Facebook / Insta,Pendente,"29/12/2025, 21:30:43",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"29/12/2025, 22:57:45",Implantes,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"30/12/2025, 16:47:55",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"30/12/2025, 20:18:11",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"30/12/2025, 21:39:09",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,,,,,
Google / Site,Pendente,"30/12/2025, 21:40:41",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,,,,,
Facebook / Insta,Pendente,"31/12/2025, 05:36:18",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,,,,,
Facebook / Insta,Não Atendeu,"31/12/2025, 09:55:30",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2026/1/14 17:00:00,,,n atendeu,
Facebook / Insta,Pendente,"31/12/2025, 10:05:56",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,,,,,
Facebook / Insta,Não Atendeu,"31/12/2025, 14:45:09",Implantes,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2026/1/14 12:00:00,,,N ATENDEU,
